Call Open Interest,Call Volume,Call Theta,Call Vega,Call Gamma,Call Delta,Call Ask,Strike,Put Ask,Put Delta,Put Gamma,Put Vega,Put Theta,Put Volume,Put Open Interest
437,223,-4.594,1.57,0.375,61,56.0,3845,28.25,38,0.373,1.57,-4.591,47,963
1506,317,-4.334,1.606,0.389,57,49.63,3850,31.87,42,0.387,1.607,-4.332,269,981
429,147,-4.477,1.588,0.391,59,51.88,3855,29.14,40,0.388,1.588,-4.474,84,354
962,150,-4.203,1.619,0.403,55,45.75,3860,33.0,44,0.401,1.619,-4.202,261,381
379,212,-4.062,1.629,0.412,53,42.5,3865,34.75,46,0.409,1.629,-4.061,266,843
554,193,-3.914,1.635,0.42,51,39.25,3870,36.75,48,0.415,1.635,-3.915,43,627
644,258,-3.762,1.636,0.427,49,36.25,3875,38.75,50,0.421,1.636,-3.765,82,426
970,428,-3.606,1.633,0.43,47,33.5,3880,40.75,52,0.427,1.633,-3.609,68,444
374,187,-3.442,1.625,0.437,45,30.5,3885,43.0,54,0.43,1.625,-3.449,64,392
411,442,-3.278,1.611,0.437,43,28.0,3890,45.25,57,0.434,1.611,-3.284,35,722
252,174,-3.104,1.591,0.441,40,25.25,3895,47.75,59,0.434,1.592,-3.118,19,150
1720,1366,-2.928,1.564,0.441,38,22.75,3900,50.25,61,0.434,1.567,-2.945,84,608
380,90,-2.753,1.532,0.438,35,20.5,3905,53.0,64,0.431,1.536,-2.774,116,236
549,327,-2.582,1.495,0.431,33,18.5,3910,55.75,66,0.428,1.498,-2.596,2,211
514,248,-2.406,1.451,0.424,31,16.5,3915,58.75,68,0.421,1.455,-2.423,212,219
820,1022,-2.223,1.398,0.417,28,14.5,3920,62.0,70,0.411,1.408,-2.256,5,178
347,395,-5.046,1.468,0.331,68,71.25,3825,22.5,32,0.334,1.466,-5.055,115,1152
375,288,-4.942,1.496,0.341,66,67.5,3830,23.75,33,0.344,1.494,-4.95,67,303
212,342,-4.835,1.522,0.352,64,63.75,3835,25.0,35,0.355,1.52,-4.842,124,329
659,417,-4.724,1.546,0.363,63,60.0,3840,26.5,36,0.364,1.546,-4.725,249,533
437,223,-4.604,1.568,0.372,61,56.5,3845,27.75,38,0.375,1.567,-4.609,47,963
1506,317,-4.346,1.605,0.386,57,50.12,3850,31.36,42,0.389,1.605,-4.349,270,981
429,147,-4.488,1.586,0.388,59,52.39,3855,28.9,40,0.388,1.586,-4.489,84,354
962,150,-4.216,1.618,0.4,56,46.25,3860,32.75,44,0.401,1.618,-4.216,262,381
379,213,-4.076,1.628,0.409,54,43.0,3865,34.5,46,0.409,1.628,-4.076,266,843
554,193,-3.93,1.634,0.417,52,39.75,3870,36.25,48,0.418,1.634,-3.93,43,627
644,258,-3.779,1.636,0.424,49,36.75,3875,38.25,50,0.424,1.636,-3.779,82,426
970,428,-3.622,1.634,0.43,47,33.75,3880,40.25,52,0.43,1.634,-3.622,68,444
374,187,-3.458,1.626,0.436,45,30.75,3885,42.5,54,0.433,1.626,-3.462,64,392
411,442,-3.295,1.613,0.437,43,28.25,3890,44.75,56,0.437,1.613,-3.296,35,722
252,174,-3.122,1.593,0.441,40,25.5,3895,47.0,59,0.44,1.593,-3.123,19,150
1720,1366,-2.946,1.567,0.441,38,23.0,3900,49.75,61,0.437,1.569,-2.956,84,608
380,90,-2.772,1.536,0.438,36,20.75,3905,52.25,64,0.437,1.537,-2.775,116,236
549,327,-2.602,1.5,0.431,33,18.75,3910,55.25,66,0.431,1.5,-2.605,2,211
514,248,-2.414,1.453,0.427,31,16.5,3915,58.25,68,0.424,1.457,-2.431,212,219
820,1023,-2.244,1.405,0.417,29,14.75,3920,61.25,71,0.416,1.406,-2.25,5,178
347,395,-5.06,1.465,0.331,68,71.5,3825,22.5,31,0.332,1.464,-5.063,115,1152
375,288,-4.962,1.491,0.343,66,67.5,3830,23.75,33,0.342,1.492,-4.959,67,303
212,342,-4.855,1.518,0.354,65,63.75,3835,25.0,35,0.353,1.519,-4.851,124,329
659,417,-4.738,1.543,0.363,63,60.25,3840,26.25,36,0.364,1.543,-4.74,249,533
437,223,-4.619,1.566,0.372,61,56.75,3845,27.75,38,0.373,1.566,-4.619,47,963
1506,317,-4.363,1.603,0.389,58,50.11,3850,31.35,42,0.387,1.604,-4.361,270,981
429,147,-4.503,1.584,0.388,60,52.65,3855,28.66,40,0.388,1.584,-4.503,84,354
962,150,-4.233,1.617,0.403,56,46.25,3860,32.5,43,0.401,1.617,-4.231,262,381
379,214,-4.092,1.627,0.411,54,43.0,3865,34.25,45,0.409,1.627,-4.091,266,843
554,193,-3.945,1.634,0.417,52,40.0,3870,36.0,47,0.418,1.634,-3.945,43,627
644,258,-3.793,1.637,0.426,50,36.75,3875,38.0,50,0.424,1.637,-3.795,82,426
970,428,-3.636,1.634,0.433,47,33.75,3880,40.0,52,0.43,1.634,-3.638,68,444
374,187,-3.475,1.627,0.436,45,31.0,3885,42.25,54,0.433,1.627,-3.478,64,392
411,442,-3.307,1.614,0.44,43,28.25,3890,44.5,56,0.437,1.614,-3.313,35,722
252,174,-3.139,1.595,0.44,41,25.75,3895,47.0,58,0.437,1.596,-3.146,19,150
1720,1366,-2.965,1.57,0.441,38,23.25,3900,49.5,61,0.437,1.572,-2.974,84,608
380,90,-2.782,1.538,0.441,36,20.75,3905,52.25,63,0.434,1.542,-2.802,116,236
549,327,-2.611,1.502,0.434,34,18.75,3910,55.0,66,0.431,1.505,-2.625,2,211
514,248,-2.435,1.459,0.428,31,16.75,3915,58.0,68,0.424,1.463,-2.451,212,219
820,1023,-2.252,1.407,0.42,29,14.75,3920,61.25,70,0.414,1.416,-2.285,5,178
347,395,-5.074,1.461,0.331,68,71.75,3825,22.25,31,0.332,1.460,-5.077,115,1152
375,288,-4.977,1.488,0.343,67,67.75,3830,23.5,33,0.342,1.489,-4.973,67,303
212,342,-4.869,1.514,0.354,65,64.0,3835,24.75,34,0.352,1.515,-4.865,125,329
659,417,-4.753,1.54,0.363,63,60.5,3840,26.0,36,0.363,1.54,-4.754,249,533
437,223,-4.637,1.563,0.374,62,56.75,3845,27.5,38,0.373,1.563,-4.634,47,963
1506,317,-4.378,1.602,0.389,58,50.35,3850,31.09,41,0.387,1.602,-4.376,270,981
429,147,-4.517,1.582,0.388,60,52.91,3855,28.42,39,0.388,1.582,-4.518,84,354
962,150,-4.248,1.615,0.403,56,46.5,3860,32.25,43,0.401,1.616,-4.246,312,381
379,215,-4.107,1.627,0.411,54,43.25,3865,34.0,45,0.409,1.627,-4.106,266,843
554,193,-3.961,1.634,0.42,52,40.0,3870,35.75,47,0.417,1.634,-3.961,43,627
644,268,-3.809,1.637,0.426,50,37.0,3875,37.75,49,0.424,1.637,-3.81,82,426
970,428,-3.652,1.635,0.433,48,34.0,3880,39.75,51,0.43,1.635,-3.654,68,444
374,187,-3.491,1.628,0.436,45,31.25,3885,42.0,54,0.433,1.628,-3.495,64,392
411,442,-3.324,1.615,0.44,43,28.5,3890,44.25,56,0.437,1.616,-3.33,35,722
252,174,-3.151,1.597,0.444,41,25.75,3895,46.75,58,0.437,1.598,-3.163,19,150
1720,1368,-2.975,1.572,0.444,38,23.25,3900,49.25,61,0.437,1.574,-2.991,84,608
380,90,-2.801,1.542,0.441,36,21.0,3905,52.0,63,0.434,1.545,-2.821,116,236
549,327,-2.62,1.504,0.437,34,18.75,3910,54.75,65,0.431,1.509,-2.644,2,211
514,248,-2.444,1.461,0.43,31,16.75,3915,57.75,68,0.424,1.468,-2.472,212,219
820,1023,-2.274,1.414,0.42,29,15.0,3920,60.75,70,0.417,1.419,-2.293,5,178
375,288,-5.003,1.481,0.34,67,68.75,3830,23.0,32,0.341,1.481,-5.006,67,303
212,342,-4.891,1.51,0.349,65,65.25,3835,24.25,34,0.351,1.508,-4.898,125,329
659,417,-4.781,1.535,0.36,64,61.5,3840,25.5,35,0.362,1.533,-4.788,249,533
437,223,-4.667,1.558,0.371,62,57.75,3845,27.0,37,0.372,1.558,-4.668,47,963
1506,318,-4.544,1.579,0.381,60,54.25,3850,28.25,39,0.384,1.578,-4.548,270,981
429,147,-4.279,1.613,0.395,56,47.92,3855,32.16,43,0.395,1.613,-4.279,84,354
962,150,-4.424,1.596,0.397,59,50.09,3860,29.35,41,0.398,1.596,-4.424,312,381
379,215,-4.144,1.624,0.41,55,44.0,3865,33.25,45,0.41,1.624,-4.144,266,843
554,193,-3.999,1.633,0.416,53,41.0,3870,35.0,47,0.419,1.633,-3.999,43,627
644,268,-3.849,1.637,0.425,50,37.75,3875,37.0,49,0.425,1.637,-3.849,82,426
970,428,-3.693,1.636,0.431,48,34.75,3880,39.0,51,0.431,1.636,-3.693,68,444
374,187,-3.53,1.63,0.438,46,31.75,3885,41.0,53,0.437,1.63,-3.531,64,392
411,442,-3.364,1.619,0.441,44,29.0,3890,43.25,55,0.441,1.619,-3.365,35,722
252,176,-3.197,1.603,0.442,41,26.5,3895,45.75,58,0.441,1.603,-3.198,19,150
1720,1368,-3.024,1.58,0.442,39,24.0,3900,48.0,60,0.445,1.579,-3.019,84,608
380,90,-2.844,1.55,0.442,37,21.5,3905,50.75,63,0.442,1.55,-2.846,116,236
549,327,-2.665,1.514,0.439,34,19.25,3910,53.75,65,0.435,1.517,-2.678,2,211
514,248,-2.489,1.473,0.432,32,17.25,3915,56.5,67,0.431,1.474,-2.493,212,219
820,1023,-2.307,1.424,0.425,29,15.25,3920,59.75,70,0.421,1.429,-2.326,5,178
937,353,-2.133,1.37,0.414,27,13.5,3925,62.75,72,0.413,1.372,-2.139,55,29
375,288,-5.013,1.479,0.341,67,68.75,3830,23.0,32,0.34,1.480,-5.01,68,303
212,342,-4.906,1.506,0.351,65,65.0,3835,24.25,34,0.35,1.507,-4.903,125,329
659,417,-4.796,1.532,0.363,64,61.25,3840,25.5,35,0.361,1.533,-4.792,250,533
437,223,-4.676,1.556,0.372,62,57.75,3845,27.0,37,0.37,1.557,-4.673,47,963
1506,318,-4.556,1.577,0.384,60,54.0,3850,28.25,39,0.382,1.577,-4.554,273,981
429,147,-4.289,1.612,0.399,57,47.66,3855,32.15,43,0.394,1.612,-4.285,84,354
962,150,-4.433,1.595,0.399,59,50.1,3860,29.35,41,0.396,1.595,-4.43,312,381
379,215,-4.153,1.624,0.414,55,43.75,3865,33.25,45,0.409,1.624,-4.151,266,843
554,193,-4.007,1.632,0.42,53,40.75,3870,35.0,47,0.417,1.632,-4.007,43,627
644,268,-3.855,1.637,0.429,51,37.5,3875,37.0,49,0.423,1.637,-3.857,82,426
970,428,-3.7,1.636,0.433,48,34.75,3880,39.0,51,0.43,1.636,-3.702,68,444
374,187,-3.537,1.631,0.439,46,31.75,3885,41.25,53,0.433,1.631,-3.543,64,392
411,442,-3.371,1.62,0.443,44,29.0,3890,43.25,55,0.439,1.62,-3.376,35,722
252,176,-3.203,1.603,0.443,42,26.5,3895,45.75,58,0.44,1.604,-3.21,19,150
1720,1368,-3.023,1.58,0.447,39,23.75,3900,48.25,60,0.44,1.582,-3.038,84,608
380,90,-2.849,1.551,0.444,37,21.5,3905,50.75,62,0.44,1.553,-2.86,116,236
549,327,-2.669,1.515,0.441,34,19.25,3910,53.75,65,0.434,1.52,-2.692,2,211
514,249,-2.494,1.474,0.434,32,17.25,3915,56.75,67,0.427,1.48,-2.52,212,219
820,1023,-2.311,1.425,0.426,29,15.25,3920,59.75,69,0.42,1.433,-2.343,5,178
937,353,-2.136,1.371,0.416,27,13.5,3925,63.0,72,0.41,1.382,-2.172,56,29
375,288,-5.036,1.473,0.339,67,69.5,3830,22.5,32,0.339,1.472,-5.038,68,303
212,342,-4.929,1.501,0.349,66,65.75,3835,23.75,33,0.35,1.501,-4.932,125,329
659,417,-4.819,1.527,0.36,64,62.0,3840,25.0,35,0.361,1.527,-4.821,250,533
437,223,-4.705,1.551,0.372,63,58.25,3845,26.25,37,0.372,1.551,-4.706,47,963
1506,318,-4.582,1.573,0.382,61,54.75,3850,27.75,38,0.382,1.573,-4.583,273,981
429,147,-4.317,1.609,0.396,57,48.39,3855,31.38,42,0.397,1.609,-4.317,84,354
962,150,-4.463,1.591,0.398,59,50.62,3860,28.63,40,0.399,1.591,-4.463,312,381
379,215,-4.182,1.622,0.411,55,44.5,3865,32.5,44,0.411,1.622,-4.183,266,843
554,193,-4.038,1.631,0.42,53,41.25,3870,34.25,46,0.42,1.631,-4.038,43,627
644,268,-3.887,1.636,0.426,51,38.25,3875,36.25,48,0.426,1.636,-3.887,82,426
970,428,-3.732,1.637,0.432,49,35.25,3880,38.25,50,0.432,1.637,-3.732,68,444
374,187,-3.57,1.632,0.439,47,32.25,3885,40.5,53,0.436,1.633,-3.573,64,392
411,442,-3.405,1.623,0.443,44,29.5,3890,42.5,55,0.442,1.623,-3.405,35,722
252,176,-3.233,1.607,0.446,42,26.75,3895,44.75,57,0.446,1.607,-3.233,19,150
1720,1368,-3.059,1.585,0.447,40,24.25,3900,47.25,60,0.446,1.585,-3.06,84,608
380,90,-2.887,1.558,0.444,37,22.0,3905,50.0,62,0.443,1.558,-2.889,116,236
549,327,-2.709,1.524,0.441,35,19.75,3910,52.75,64,0.44,1.524,-2.711,2,211
514,249,-2.523,1.482,0.437,32,17.5,3915,55.75,67,0.433,1.485,-2.538,212,219
820,1023,-2.354,1.437,0.427,30,15.75,3920,58.75,69,0.426,1.438,-2.359,5,178
937,353,-2.181,1.386,0.416,28,14.0,3925,62.0,71,0.415,1.387,-2.187,56,29
375,288,-5.043,1.471,0.337,67,70.0,3830,22.25,32,0.339,1.468,-5.053,68,303
212,342,-4.938,1.499,0.347,66,66.25,3835,23.5,33,0.35,1.497,-4.946,125,329
659,417,-4.829,1.525,0.358,64,62.5,3840,24.75,35,0.361,1.524,-4.836,250,533
437,223,-4.715,1.549,0.37,63,58.75,3845,26.0,36,0.372,1.548,-4.721,47,963
1506,318,-4.593,1.571,0.379,61,55.25,3850,27.5,38,0.382,1.571,-4.598,273,981
429,147,-4.331,1.608,0.396,57,48.63,3855,31.12,42,0.397,1.608,-4.332,84,354
962,150,-4.474,1.59,0.396,59,51.12,3860,28.39,40,0.398,1.589,-4.478,312,381
379,215,-4.196,1.621,0.408,55,45.0,3865,32.25,44,0.411,1.621,-4.198,266,843
554,193,-4.052,1.631,0.417,53,41.75,3870,34.0,46,0.42,1.63,-4.053,43,627
644,268,-3.903,1.636,0.426,51,38.5,3875,36.0,48,0.426,1.636,-3.903,82,426
970,436,-3.748,1.637,0.432,49,35.5,3880,37.75,50,0.435,1.637,-3.746,68,444
374,187,-3.586,1.633,0.439,47,32.5,3885,40.0,52,0.439,1.633,-3.587,64,392
411,442,-3.421,1.624,0.443,44,29.75,3890,42.25,55,0.442,1.624,-3.422,35,722
252,176,-3.25,1.609,0.446,42,27.0,3895,44.5,57,0.446,1.609,-3.251,19,150
1720,1368,-3.077,1.588,0.447,40,24.5,3900,47.0,59,0.446,1.588,-3.078,84,608
380,90,-2.905,1.561,0.444,37,22.25,3905,49.5,62,0.446,1.56,-2.899,116,236
549,327,-2.728,1.528,0.441,35,20.0,3910,52.25,64,0.443,1.526,-2.721,2,211
514,249,-2.543,1.487,0.437,33,17.75,3915,55.25,67,0.436,1.487,-2.547,212,219
820,1023,-2.362,1.44,0.43,30,15.75,3920,58.25,69,0.429,1.441,-2.367,5,178
937,353,-2.189,1.388,0.419,28,14.0,3925,61.5,71,0.418,1.39,-2.195,56,29
375,288,-5.032,1.474,0.34,67,69.25,3830,22.5,32,0.34,1.473,-5.034,68,303
212,342,-4.925,1.502,0.35,66,65.5,3835,23.5,33,0.353,1.499,-4.933,125,329
659,417,-4.815,1.528,0.361,64,61.75,3840,25.0,35,0.362,1.527,-4.816,251,533
437,223,-4.7,1.551,0.373,62,58.0,3845,26.25,37,0.374,1.551,-4.701,47,963
1506,318,-4.577,1.573,0.383,61,54.5,3850,27.75,39,0.383,1.573,-4.577,274,981
429,147,-4.31,1.61,0.397,57,48.14,3855,31.38,42,0.398,1.61,-4.311,84,354
962,153,-4.457,1.591,0.399,59,50.36,3860,28.87,40,0.397,1.592,-4.454,312,381
379,215,-4.176,1.622,0.412,55,44.25,3865,32.5,44,0.413,1.622,-4.176,266,843
554,193,-4.03,1.631,0.421,53,41.0,3870,34.5,46,0.419,1.631,-4.03,43,627
644,268,-3.879,1.636,0.428,51,38.0,3875,36.5,48,0.425,1.636,-3.88,82,426
970,436,-3.723,1.636,0.434,49,35.0,3880,38.5,51,0.431,1.636,-3.725,68,444
374,187,-3.56,1.632,0.441,46,32.0,3885,40.5,53,0.437,1.632,-3.563,64,392
411,443,-3.398,1.622,0.441,44,29.5,3890,42.75,55,0.441,1.622,-3.399,35,722
252,176,-3.227,1.606,0.445,42,26.75,3895,45.25,57,0.441,1.606,-3.233,19,150
1720,1368,-3.053,1.584,0.445,39,24.25,3900,47.75,60,0.442,1.585,-3.061,84,608
380,90,-2.873,1.555,0.445,37,21.75,3905,50.25,62,0.442,1.557,-2.883,116,236
549,327,-2.694,1.52,0.442,35,19.5,3910,53.0,64,0.438,1.523,-2.706,2,211
514,249,-2.518,1.48,0.435,32,17.5,3915,56.75,66,0.423,1.491,-2.567,212,219
820,1023,-2.337,1.432,0.428,30,15.5,3920,59.0,69,0.424,1.437,-2.355,5,178
937,353,-2.162,1.38,0.417,27,13.75,3925,62.25,71,0.414,1.386,-2.183,56,29
347,395,-5.081,1.458,0.333,68,71.5,3825,21.75,31,0.335,1.455,-5.091,115,1152
375,288,-4.971,1.489,0.341,66,68.0,3830,23.0,33,0.345,1.484,-4.985,68,303
212,342,-4.869,1.514,0.354,65,64.0,3835,24.25,34,0.356,1.512,-4.877,125,329
659,417,-4.757,1.538,0.365,63,60.25,3840,25.75,36,0.366,1.538,-4.759,251,533
437,223,-4.637,1.562,0.375,62,56.75,3845,27.0,38,0.377,1.561,-4.642,47,963
1506,318,-4.38,1.6,0.391,58,50.09,3850,30.58,41,0.392,1.6,-4.381,277,981
429,147,-4.521,1.581,0.39,60,52.66,3855,27.92,39,0.393,1.58,-4.525,84,354
962,153,-4.249,1.614,0.405,56,46.25,3860,31.75,43,0.406,1.614,-4.25,312,381
379,215,-4.108,1.626,0.414,54,43.0,3865,33.5,45,0.414,1.626,-4.108,266,843
554,193,-3.961,1.633,0.42,52,40.0,3870,35.25,47,0.423,1.633,-3.961,43,627
644,272,-3.809,1.636,0.426,50,37.0,3875,37.25,49,0.429,1.636,-3.808,82,426
970,446,-3.652,1.634,0.433,48,34.0,3880,39.25,52,0.436,1.634,-3.65,68,444
374,187,-3.491,1.627,0.436,45,31.25,3885,41.5,54,0.439,1.627,-3.488,64,392
411,443,-3.324,1.615,0.44,43,28.5,3890,43.75,56,0.443,1.614,-3.32,35,722
252,176,-3.151,1.596,0.444,41,25.75,3895,46.25,58,0.443,1.596,-3.152,19,150
1720,1368,-2.983,1.572,0.441,39,23.5,3900,48.75,61,0.443,1.572,-2.977,84,608
380,90,-2.801,1.541,0.441,36,21.0,3905,51.5,63,0.44,1.541,-2.803,116,236
549,327,-2.631,1.506,0.434,34,19.0,3910,54.5,65,0.434,1.506,-2.634,2,211
514,249,-2.444,1.46,0.43,31,16.75,3915,57.25,68,0.43,1.461,-2.448,212,219
820,1023,-2.274,1.413,0.42,29,15.0,3920,60.5,70,0.419,1.414,-2.279,5,178
347,395,-5.07,1.461,0.332,68,71.5,3825,22.0,31,0.334,1.458,-5.08,115,1152
375,288,-4.973,1.488,0.344,66,67.5,3830,23.25,33,0.345,1.487,-4.975,69,303
212,342,-4.865,1.514,0.355,65,63.75,3835,24.5,34,0.355,1.514,-4.867,125,329
659,417,-4.748,1.54,0.364,63,60.25,3840,25.75,36,0.367,1.539,-4.754,251,533
437,223,-4.632,1.562,0.376,62,56.5,3845,27.25,38,0.376,1.562,-4.633,47,963
1506,318,-4.372,1.601,0.39,58,50.1,3850,30.84,41,0.391,1.601,-4.372,278,981
429,147,-4.515,1.581,0.391,60,52.41,3855,28.17,39,0.392,1.581,-4.516,84,354
962,153,-4.241,1.615,0.404,56,46.25,3860,32.0,43,0.405,1.615,-4.241,312,381
379,215,-4.1,1.626,0.413,54,43.0,3865,33.75,45,0.413,1.626,-4.1,266,843
554,193,-3.953,1.633,0.422,52,39.75,3870,35.5,47,0.422,1.633,-3.953,43,627
644,272,-3.801,1.635,0.428,50,36.75,3875,37.5,49,0.428,1.635,-3.801,82,426
970,450,-3.643,1.633,0.434,48,33.75,3880,39.5,52,0.434,1.633,-3.643,68,444
374,187,-3.481,1.626,0.438,45,31.0,3885,42.0,54,0.435,1.626,-3.485,64,392
411,443,-3.314,1.613,0.442,43,28.25,3890,44.0,56,0.441,1.613,-3.314,35,722
252,176,-3.139,1.594,0.445,41,25.5,3895,46.75,58,0.438,1.596,-3.152,20,150
1720,1368,-2.97,1.57,0.442,38,23.25,3900,49.0,61,0.442,1.571,-2.972,84,608
380,90,-2.796,1.54,0.439,36,21.0,3905,52.0,63,0.436,1.542,-2.807,116,236
549,327,-2.616,1.502,0.436,34,18.75,3910,54.75,65,0.432,1.505,-2.629,2,211
514,249,-2.439,1.459,0.429,31,16.75,3915,57.5,68,0.428,1.46,-2.444,212,219
820,1023,-2.256,1.408,0.421,29,14.75,3920,60.75,70,0.418,1.413,-2.275,5,178
347,395,-4.996,1.48,0.333,67,70.0,3825,22.75,32,0.339,1.473,-5.018,115,1152
375,288,-4.898,1.505,0.346,65,66.0,3830,24.0,34,0.35,1.501,-4.911,69,303
212,342,-4.789,1.53,0.356,64,62.25,3835,25.25,35,0.361,1.527,-4.801,125,329
659,417,-4.672,1.553,0.366,62,58.75,3840,26.75,37,0.37,1.551,-4.681,251,533
437,223,-4.551,1.575,0.375,60,55.25,3845,28.0,39,0.382,1.572,-4.563,47,963
1506,318,-4.29,1.609,0.389,57,48.91,3850,31.89,42,0.394,1.608,-4.295,278,981
429,147,-4.433,1.592,0.391,59,51.1,3855,29.11,40,0.396,1.591,-4.439,84,354
962,153,-4.158,1.62,0.403,55,45.0,3860,32.75,44,0.411,1.62,-4.162,312,381
379,215,-4.016,1.629,0.412,53,41.75,3865,34.75,46,0.417,1.629,-4.017,266,843
554,193,-3.869,1.634,0.418,51,38.75,3870,36.5,48,0.426,1.634,-3.867,43,627
644,272,-3.716,1.634,0.424,49,35.75,3875,38.5,51,0.432,1.634,-3.711,82,426
970,454,-3.558,1.629,0.43,46,32.75,3880,40.75,53,0.436,1.629,-3.552,68,444
374,187,-3.396,1.619,0.434,44,30.0,3885,43.0,55,0.439,1.619,-3.388,64,392
411,443,-3.227,1.604,0.437,42,27.25,3890,45.25,57,0.443,1.603,-3.217,35,722
252,176,-3.057,1.582,0.438,40,24.75,3895,47.75,60,0.443,1.581,-3.045,20,150
1720,1368,-2.889,1.556,0.435,37,22.5,3900,50.25,62,0.443,1.552,-2.866,84,608
380,90,-2.705,1.521,0.435,35,20.0,3905,53.0,65,0.44,1.517,-2.689,116,236
549,327,-2.534,1.482,0.428,32,18.0,3910,56.5,67,0.427,1.482,-2.537,2,211
514,249,-2.369,1.439,0.419,30,16.25,3915,59.25,69,0.423,1.433,-2.348,212,219
820,1023,-2.186,1.385,0.411,28,14.25,3920,62.75,71,0.41,1.387,-2.192,5,178
347,395,-5.04,1.468,0.339,68,69.5,3825,23.0,32,0.335,1.473,-5.023,115,1152
375,288,-4.933,1.496,0.35,66,65.75,3830,24.25,34,0.345,1.5,-4.918,69,303
212,342,-4.823,1.522,0.361,64,62.0,3835,25.5,35,0.356,1.526,-4.809,125,329
659,417,-4.704,1.547,0.371,63,58.5,3840,27.0,37,0.365,1.55,-4.692,251,533
437,223,-4.586,1.569,0.383,61,54.75,3845,28.5,39,0.374,1.572,-4.571,47,963
1506,318,-4.32,1.606,0.397,57,48.38,3850,32.13,42,0.388,1.607,-4.311,278,981
429,147,-4.463,1.588,0.397,59,50.87,3855,29.37,40,0.39,1.589,-4.454,84,354
962,153,-4.184,1.618,0.41,55,44.75,3860,33.25,44,0.402,1.619,-4.18,312,381
379,215,-4.04,1.628,0.418,53,41.5,3865,35.0,46,0.41,1.628,-4.039,266,843
554,193,-3.891,1.633,0.425,51,38.5,3870,37.0,48,0.416,1.633,-3.892,43,627
644,272,-3.736,1.634,0.431,49,35.5,3875,39.0,50,0.422,1.634,-3.741,82,426
970,454,-3.575,1.63,0.438,47,32.5,3880,41.25,52,0.426,1.63,-3.586,68,444
374,187,-3.411,1.621,0.441,44,29.75,3885,43.25,55,0.432,1.621,-3.423,64,392
411,443,-3.24,1.605,0.445,42,27.0,3890,45.75,57,0.432,1.607,-3.261,35,722
252,176,-3.068,1.584,0.445,40,24.5,3895,48.25,59,0.433,1.587,-3.095,20,150
1720,1368,-2.896,1.557,0.442,37,22.25,3900,51.0,61,0.43,1.562,-2.93,84,608
380,90,-2.72,1.524,0.439,35,20.0,3905,53.75,64,0.427,1.531,-2.759,116,236
549,327,-2.536,1.483,0.435,33,17.75,3910,56.75,66,0.421,1.495,-2.593,2,211
514,249,-2.355,1.436,0.428,30,15.75,3915,59.75,68,0.414,1.453,-2.422,212,219
820,1023,-2.182,1.384,0.418,28,14.0,3920,63.0,70,0.404,1.406,-2.259,5,178
127,16,-4.772,1.477,0.252,64,87.0,3790,36.5,35,0.254,1.475,-4.78,1,26
41,32,-4.703,1.491,0.261,63,82.5,3795,37.75,37,0.26,1.491,-4.701,28,105
139,22,-4.62,1.506,0.266,61,79.0,3800,39.25,38,0.265,1.507,-4.618,16,136
30,16,-4.534,1.52,0.271,60,75.5,3805,40.75,39,0.27,1.521,-4.533,46,14
27,3,-4.446,1.533,0.276,59,72.0,3810,42.25,40,0.275,1.533,-4.445,2,65
49,2,-4.259,1.554,0.283,56,65.72,3815,45.96,43,0.282,1.555,-4.258,2,50
62,1,-4.358,1.544,0.284,58,68.03,3820,43.29,42,0.283,1.544,-4.357,2,9
138,16,-4.163,1.562,0.29,55,62.0,3825,47.25,45,0.289,1.562,-4.163,3,149
158,30,-4.063,1.568,0.295,53,58.75,3830,49.75,46,0.289,1.569,-4.063,35,37
134,1,-3.96,1.573,0.299,52,55.5,3835,51.75,47,0.292,1.573,-3.962,12,25
13,40,-3.854,1.575,0.302,50,52.5,3840,53.25,49,0.298,1.575,-3.857,17,36
77,14,-3.745,1.575,0.306,49,49.5,3845,55.25,50,0.301,1.575,-3.749,11,87
81,35,-3.632,1.572,0.309,47,46.5,3850,57.5,52,0.303,1.572,-3.641,5,63
137,24,-3.519,1.567,0.311,46,43.75,3855,59.75,54,0.305,1.567,-3.53,14,95
37,34,-3.398,1.559,0.315,44,40.75,3860,62.0,55,0.307,1.56,-3.415,10,5
58,6,-3.281,1.549,0.315,42,38.25,3865,64.25,57,0.309,1.55,-3.297,14,13
51,22,-3.156,1.535,0.317,41,35.5,3870,66.75,58,0.309,1.537,-3.18,12,64
113,11,-3.031,1.518,0.317,39,33.0,3875,69.25,60,0.309,1.521,-3.06,17,417
57,165,-2.909,1.499,0.316,37,30.75,3880,72.0,62,0.308,1.503,-2.941,30,65
122,8,-2.783,1.476,0.314,35,28.5,3885,74.75,63,0.306,1.482,-2.82,1,25
127,16,-4.76,1.479,0.251,63,87.0,3790,36.5,36,0.256,1.476,-4.773,1,26
41,32,-4.691,1.493,0.26,62,82.5,3795,37.75,37,0.261,1.492,-4.694,28,105
139,22,-4.607,1.508,0.265,61,79.0,3800,39.25,38,0.266,1.507,-4.611,16,136
30,16,-4.522,1.522,0.27,60,75.5,3805,40.75,39,0.271,1.521,-4.525,46,14
27,3,-4.434,1.534,0.275,59,72.0,3810,42.25,41,0.277,1.534,-4.436,2,65
49,2,-4.248,1.555,0.282,56,65.73,3815,45.97,43,0.284,1.555,-4.249,2,50
